,index_right,index_left,passenger_count,ZIPCODE,geometry
0,0,0,0,0,"POLYGON ((-73.80584847647394 40.68290932644247, -73.80569084187867 40.68295409607724, -73.80558491738391 40.6829841790066, -73.80519208513209 40.68309574865637, -73.80432350431623 40.68334147919673, -73.80344526934498 40.68359154609272, -73.80256429248011 40.68384212928732, -73.80168571350811 40.6840916463637, -73.80077393772204 40.68434961724775, -73.79986118047653 40.68460983139516, -73.79951282470476 40.68470793866535, -73.79943000556948 40.68473105107068, -73.79935330467507 40.68475334921212, -73.798982084801 40.68485842192285, -73.7985736740486 40.68497603466766, -73.79810429772554 40.68510905580811, -73.79768649518888 40.6852276917251, -73.79722521981566 40.68535914311846, -73.79634769309639 40.68560812062846, -73.79546939850097 40.68585653987035, -73.79457785141184 40.68610616786589, -73.79402605136845 40.68626576333828, -73.79396353746253 40.68628628224991, -73.79390841279687 40.68630437396298, -73.79384965258745 40.68620927506409, -73.79325349202304 40.68543707277654, -73.79280097961777 40.68484163805621, -73.79276986289744 40.68479760260606, -73.79274952588888 40.68474194468757, -73.79272053476551 40.6846473724724, -73.79262613662659 40.68437086093444, -73.79258952112383 40.6842426523601, -73.79257450383176 40.68416578872887, -73.79256939019211 40.68402996092391, -73.79256880529518 40.6834775785757, -73.79258158773969 40.68338905203049, -73.79258728533074 40.68329111041974, -73.79267049238921 40.68271196799274, -73.79267114800999 40.68261637753913, -73.79267323632763 40.68251653922754, -73.79266340595551 40.68247976062663, -73.79258924146541 40.68221037430248, -73.79257645674525 40.68216394223209, -73.79250922684331 40.68191973328313, -73.79248894892055 40.68184772021976, -73.79228664806945 40.68114567439113, -73.79227229354521 40.68109371657705, -73.79209251655749 40.68047597235485, -73.79200373286029 40.6801667428095, -73.79186822208906 40.67974649309094, -73.79172164051496 40.67934095650672, -73.79145856089148 40.67864911166364, -73.79120613550425 40.67798265305262, -73.79112836722508 40.67777292464406, -73.79100092979272 40.67743618617336, -73.79095228889155 40.67732442917379, -73.79066256307502 40.67667004944503, -73.79055864023375 40.67644529471818, -73.79034355822563 40.67603934240656, -73.7900015590796 40.67536766303947, -73.78993020834562 40.6752645640205, -73.78988966059926 40.67520137541305, -73.78968640911516 40.67488674146782, -73.7895379451876 40.6746793734705, -73.78944939130336 40.67455568205533, -73.78935404755035 40.67443608900106, -73.78918018667719 40.67426549348794, -73.78866170092829 40.67380116740932, -73.7882992601273 40.67349400267882, -73.78807161679474 40.67324965314237, -73.78806328800638 40.67323584817228, -73.78805453131602 40.67318586321343, -73.7880536871879 40.67316342165724, -73.78808541550259 40.67300930876581, -73.78831982761218 40.67197748486114, -73.78847620069257 40.67132619015281, -73.78883106688905 40.66982316973513, -73.78893158386605 40.66941374904129, -73.78915781341645 40.66833778532973, -73.78925058598647 40.6678848541664, -73.78931805483707 40.66740378580032, -73.78938047445014 40.6669581714383, -73.78940998379869 40.66684084469404, -73.79002830390755 40.66687281137312, -73.79039543831487 40.66688738488953, -73.79129928099267 40.66696971820377, -73.7921743606896 40.66703950766815, -73.7925926767697 40.66706835158443, -73.79306203701589 40.66708689112816, -73.79323040925951 40.66707343486094, -73.7934832779878 40.66703108024637, -73.79393372290116 40.66700107946298, -73.79437879960405 40.66697102139505, -73.79471090798954 40.6669579950867, -73.79711092170287 40.66694588057392, -73.79730398835356 40.66694259272538, -73.7973716938655 40.66694112078481, -73.79761163374172 40.66685495383558, -73.79787832669908 40.66677300189248, -73.79807192365797 40.66671351054779, -73.79828221316328 40.66664968693908, -73.79844369110441 40.6666064092072, -73.79856032065175 40.66658213020301, -73.79873740882211 40.66655456101593, -73.79886760792937 40.6665403777356, -73.79904101463654 40.66652998353145, -73.79938110986643 40.66651729359049, -73.80010661669333 40.66664748281205, -73.80036020093739 40.66667620393545, -73.80102136138606 40.6667293156167, -73.80132611235598 40.66674588505816, -73.80145255901478 40.66675069780656, -73.80166295700813 40.66675870794177, -73.80161844561452 40.66694306089559, -73.80159911474161 40.66702322229401, -73.80158130360178 40.66709937720331, -73.80154733231954 40.66724487744101, -73.80150319813316 40.66742545601996, -73.80139536250235 40.66798905089752, -73.80136118899138 40.66826133823968, -73.8013459718905 40.66844156683496, -73.80134190306806 40.66848977173669, -73.80129694652767 40.669022150506, -73.80129079694197 40.66909469640817, -73.80128468978478 40.66916728740856, -73.80121978412009 40.67017186765948, -73.8012193585724 40.67018568266715, -73.80121822726805 40.67022439396946, -73.80121223817186 40.67092436412266, -73.80122926878305 40.67167571609995, -73.80126524955178 40.67230280951715, -73.80128545270053 40.67253471055676, -73.80132086707999 40.67282103451212, -73.80136454131714 40.67305796041628, -73.80145896240279 40.67338718505964, -73.80146959195946 40.67346419943871, -73.80155310363328 40.67377937420076, -73.80164250661436 40.67405425819544, -73.80171601241622 40.67423936105767, -73.80173525504148 40.67428781413265, -73.80177519533667 40.67439182966111, -73.80183075167783 40.6745408781235, -73.80203672891707 40.67497662648788, -73.80249325969568 40.67592179061413, -73.80285083551938 40.67667965405391, -73.80312143512455 40.67719464487789, -73.80327189112604 40.6775452492306, -73.80330822371333 40.67762991670853, -73.803318277624 40.67765080067215, -73.80336888441238 40.6777544060847, -73.80384914703613 40.67874003099916, -73.8040468777332 40.6791479462802, -73.80458384380935 40.68022748659832, -73.80482023963235 40.68076640482205, -73.80500649275571 40.68115535740021, -73.80513176422389 40.68141633036406, -73.80516012997607 40.68147542255888, -73.80579760136551 40.68280339301115, -73.80584847647394 40.68290932644247))"
